,raceId,driverId,pitStopNumber,pitStopLap,pitStopDuration,pitStopDurationInMilliseconds
141,843,4,2,32,21.251,21251
142,843,814,2,32,21.218,21218
143,843,13,2,33,21.168,21168
144,843,67,3,33,21.928,21928
145,843,816,2,34,22.802,22802
146,843,22,2,35,21.481,21481
147,843,815,2,36,23.397,23397
148,843,18,3,37,21.237,21237
149,843,808,2,37,22.005,22005
150,843,1,3,38,20.567,20567
151,843,3,3,39,20.720,20720
152,843,30,3,39,21.400,21400
153,843,17,3,40,21.091,21091
154,843,10,3,39,33.827,33827
155,843,5,2,40,21.890,21890
156,843,813,3,40,27.620,27620
157,843,15,2,42,22.260,22260
158,843,24,3,45,23.499,23499
159,843,16,3,47,28.708,28708
160,843,815,3,48,13.900,13900
161,843,815,4,50,28.845,28845
162,844,815,1,1,29.270,29270
163,844,30,1,2,30.182,30182
164,844,808,1,8,21.422,21422
165,844,13,1,9,22.022,22022
166,844,1,1,9,20.833,20833
167,844,67,1,9,21.769,21769
168,844,17,1,10,21.050,21050
169,844,4,1,10,21.308,21308
170,844,3,1,10,22.573,22573
171,844,2,1,10,22.300,22300
172,844,22,1,10,22.717,22717
173,844,16,1,10,21.649,21649
174,844,20,1,11,20.623,20623
175,844,814,1,11,20.775,20775
176,844,813,1,11,23.881,23881
177,844,18,1,13,21.368,21368
178,844,155,1,13,21.820,21820
179,844,153,1,13,22.713,22713
180,844,15,1,13,23.066,23066
181,844,30,2,14,20.907,20907
182,844,39,1,14,27.353,27353
183,844,5,1,15,22.854,22854
184,844,24,1,15,24.634,24634
185,844,815,2,16,22.895,22895
186,844,816,1,16,22.779,22779
187,844,24,2,16,56.611,56611
188,844,808,2,19,21.323,21323
189,844,1,2,20,21.075,21075
190,844,17,2,21,20.421,20421
191,844,3,2,22,20.927,20927
192,844,2,2,22,21.919,21919
193,844,4,2,23,21.732,21732
194,844,13,2,23,21.322,21322
195,844,67,2,23,22.128,22128
196,844,155,2,23,23.455,23455
197,844,22,2,24,22.868,22868
198,844,814,2,24,20.930,20930
199,844,20,2,25,20.112,20112
200,844,16,2,25,21.084,21084
201,844,813,2,25,22.555,22555
202,844,15,2,25,22.862,22862
203,844,18,2,26,22.639,22639
204,844,39,2,27,24.962,24962
205,844,153,2,29,21.826,21826
206,844,30,3,30,20.379,20379
207,844,5,2,31,21.633,21633
208,844,814,3,32,20.887,20887
209,844,815,3,32,22.365,22365
210,844,3,3,33,20.949,20949
211,844,1,3,34,35.688,35688
212,844,816,2,33,24.837,24837
213,844,808,3,34,21.838,21838
214,844,13,3,34,23.471,23471
215,844,17,3,35,20.843,20843
216,844,4,3,36,21.702,21702
217,844,2,3,36,20.872,20872
218,844,24,3,35,25.125,25125
219,844,155,3,38,22.456,22456
220,844,18,3,39,21.417,21417
221,844,153,3,39,21.986,21986
222,844,20,3,40,20.385,20385
223,844,15,3,39,22.219,22219
224,844,67,3,40,22.032,22032
225,844,22,3,40,21.687,21687
226,844,16,3,40,21.006,21006
227,844,24,4,37,43.603,43603
228,844,813,3,41,21.827,21827
229,844,815,4,42,21.715,21715
230,844,3,4,44,20.308,20308
231,844,814,4,44,21.403,21403
232,844,17,4,45,22.087,22087
233,844,808,4,45,21.662,21662
234,844,30,4,45,20.597,20597
235,844,4,4,46,21.379,21379
236,844,813,4,45,13.925,13925
237,844,1,4,46,22.041,22041
238,844,2,4,46,21.884,21884
239,844,13,4,46,26.685,26685
240,844,20,4,47,20.489,20489
241,844,39,3,45,24.474,24474
242,844,5,3,53,23.114,23114
243,844,153,4,55,21.931,21931
244,845,155,1,1,24.871,24871
245,845,815,1,7,23.592,23592
246,845,813,1,8,22.689,22689
247,845,20,1,9,20.253,20253
248,845,67,1,9,20.818,20818
249,845,4,1,10,20.567,20567
250,845,17,1,10,20.881,20881
251,845,30,1,10,20.084,20084
252,845,1,1,11,19.761,19761
253,845,808,1,11,21.856,21856
254,845,3,1,11,20.647,20647
255,845,13,1,11,20.800,20800
256,845,153,1,11,20.741,20741
257,845,22,1,11,29.936,29936
258,845,16,1,13,20.773,20773
259,845,18,1,14,20.015,20015
260,845,39,1,14,24.843,24843
261,845,814,1,15,20.070,20070
262,845,15,1,15,22.364,22364
263,845,5,1,16,21.019,21019
264,845,24,1,16,23.157,23157
265,845,10,1,16,22.744,22744
266,845,816,1,17,23.176,23176
267,845,20,2,18,19.887,19887
268,845,4,2,19,20.238,20238
269,845,17,2,19,20.079,20079
270,845,813,2,20,24.821,24821
271,845,13,2,21,21.635,21635
272,845,2,1,21,21.322,21322
273,845,1,2,23,20.235,20235
274,845,22,2,23,21.226,21226
275,845,153,2,24,20.872,20872
276,845,67,2,25,24.745,24745
277,845,155,2,25,21.128,21128
278,845,30,2,26,20.487,20487
279,845,808,2,26,24.232,24232
280,845,3,2,27,19.534,19534
281,845,4,3,29,20.738,20738
282,845,17,3,29,20.279,20279
283,845,5,2,28,20.807,20807
284,845,815,2,29,21.143,21143
285,845,15,2,29,21.723,21723
286,845,39,2,28,24.448,24448
287,845,18,2,30,20.763,20763
288,845,16,2,30,20.267,20267
289,845,814,2,32,20.126,20126
290,845,20,3,34,20.426,20426
291,845,1,3,35,20.473,20473
292,845,816,2,34,22.982,22982
293,845,22,3,35,20.650,20650
294,845,13,3,36,22.419,22419
295,845,813,3,36,21.574,21574
296,845,2,2,36,21.953,21953
297,845,153,3,36,21.019,21019
298,845,4,4,39,20.380,20380
299,845,10,2,38,21.632,21632
300,845,30,3,41,20.451,20451
301,845,808,3,41,21.739,21739
302,845,5,3,41,23.068,23068
303,845,3,3,42,20.395,20395
304,845,67,3,42,20.819,20819
305,845,15,3,43,23.001,23001
306,845,155,3,44,20.500,20500
307,845,17,4,47,19.984,19984
308,845,20,4,48,20.292,20292
309,845,815,3,47,21.829,21829
310,845,18,3,48,20.107,20107
311,845,1,4,49,20.988,20988
312,845,16,3,48,23.230,23230
313,845,39,3,47,24.298,24298
314,845,2,3,50,20.796,20796
315,845,153,4,50,23.143,23143
316,845,816,3,49,21.708,21708
317,845,814,3,51,20.573,20573
318,845,813,4,53,22.077,22077
319,845,10,3,53,21.170,21170
320,845,22,4,54,20.637,20637
321,846,30,1,12,35.084,35084
322,846,18,1,15,25.280,25280
323,846,3,1,15,25.189,25189
324,846,20,1,16,28.536,28536
325,846,17,1,16,37.735,37735
326,846,4,1,17,25.352,25352
327,846,5,1,19,26.477,26477
328,846,814,1,20,24.970,24970
329,846,1,1,22,31.445,31445
330,846,10,1,22,26.827,26827
331,846,15,1,24,25.595,25595
332,846,813,1,25,26.468,26468
333,846,13,1,26,26.615,26615
334,846,39,1,25,28.325,28325
335,846,814,2,27,19.360,19360
336,846,808,1,28,28.856,28856
337,846,153,1,29,25.907,25907
338,846,22,1,32,25.921,25921
339,846,18,2,33,26.421,26421
340,846,814,3,32,47.226,47226
341,846,2,1,33,25.851,25851
342,846,67,1,33,26.073,26073
343,846,4,2,34,31.382,31382
344,846,3,2,33,25.310,25310
345,846,24,1,32,28.298,28298
346,846,816,1,33,27.577,27577
347,846,155,1,34,28.642,28642
348,846,16,1,34,25.037,25037
349,846,39,2,33,39.917,39917
350,846,1,2,43,19.347,19347
351,846,15,2,46,26.065,26065
352,846,18,3,48,24.670,24670
353,846,1,3,49,26.977,26977
354,846,5,2,52,25.878,25878
355,846,3,3,53,25.116,25116
356,846,813,2,54,25.687,25687
357,846,17,2,55,26.269,26269
358,846,153,2,56,27.550,27550
359,846,67,2,62,25.045,25045
360,846,816,2,63,26.464,26464
361,846,16,2,68,27.879,27879
362,846,22,2,68,25.675,25675
363,846,2,2,69,26.281,26281
364,847,18,1,8,23.650,23650
365,847,24,1,9,27.202,27202
366,847,18,2,13,14.501,14501
367,847,22,1,15,23.305,23305
368,847,16,1,16,24.052,24052
369,847,4,1,17,23.893,23893
370,847,3,1,17,23.105,23105
371,847,813,1,17,23.571,23571
372,847,67,1,17,23.949,23949
373,847,816,1,17,24.143,24143
374,847,30,1,18,24.472,24472
375,847,4,2,19,26.348,26348
376,847,18,3,19,23.868,23868
377,847,3,2,19,22.986,22986
378,847,153,1,19,26.045,26045
379,847,22,2,19,25.066,25066
380,847,5,1,19,44.037,44037
381,847,15,1,19,51.684,51684
382,847,813,2,19,24.943,24943
383,847,20,1,20,23.872,23872
384,847,17,1,20,29.546,29546
385,847,67,2,20,24.649,24649
386,847,13,1,21,24.886,24886
387,847,30,2,21,24.196,24196
388,847,816,2,23,30.497,30497
389,847,816,3,33,24.655,24655
390,847,30,3,34,22.832,22832
391,847,16,2,34,22.923,22923
392,847,10,1,34,24.425,24425
393,847,22,3,34,24.684,24684
394,847,67,3,34,23.970,23970
395,847,2,1,35,23.113,23113
396,847,814,1,35,22.479,22479
397,847,18,4,35,23.589,23589
398,847,37,1,35,30.288,30288
399,847,153,2,35,24.863,24863
400,847,813,3,35,23.593,23593
401,847,24,2,35,34.897,34897
402,847,155,1,36,23.687,23687
403,847,13,2,36,22.742,22742
404,847,808,1,36,23.816,23816
405,847,17,2,36,22.402,22402
406,847,4,3,36,26.129,26129
407,847,3,3,36,22.735,22735
408,847,15,2,36,23.332,23332
409,847,816,4,36,14.538,14538
410,847,20,2,37,22.958,22958
411,847,39,1,37,29.115,29115
412,847,18,5,37,31.718,31718
413,847,814,2,43,28.630,28630
414,847,16,3,45,14.565,14565
415,847,16,4,49,32.449,32449
416,847,17,3,50,22.770,22770
417,847,22,4,50,23.059,23059
418,847,67,4,50,26.561,26561
419,847,814,3,50,14.538,14538
420,847,18,6,51,23.741,23741
421,847,153,3,51,23.338,23338
422,847,813,4,51,23.700,23700
423,847,10,2,51,25.079,25079
424,847,39,2,51,29.540,29540
425,847,30,4,52,22.869,22869
426,847,13,3,52,22.560,22560
427,847,2,2,52,23.364,23364
428,847,37,2,52,24.039,24039
429,847,15,3,52,25.140,25140
430,847,816,5,52,30.714,30714
431,847,20,3,53,22.526,22526
432,847,24,3,52,33.278,33278
433,847,155,2,53,24.618,24618
434,847,808,2,53,24.145,24145
435,847,3,4,53,22.702,22702
436,847,13,4,53,28.346,28346
437,847,814,4,53,23.129,23129
438,847,813,5,61,31.701,31701
439,848,813,1,10,21.301,21301
440,848,2,1,11,22.114,22114
441,848,22,1,11,21.163,21163
442,848,155,1,11,23.492,23492
443,848,1,1,12,20.340,20340
444,848,3,1,12,21.054,21054
445,848,16,1,12,20.676,20676
446,848,17,1,13,20.465,20465
447,848,20,1,14,21.006,21006
448,848,4,1,14,21.477,21477
449,848,18,1,14,20.997,20997
450,848,30,1,14,21.201,21201
451,848,814,1,14,20.567,20567
452,848,67,1,14,21.321,21321
453,848,5,1,14,23.241,23241
454,848,39,1,14,28.030,28030
455,848,13,1,15,20.718,20718
456,848,808,1,15,22.104,22104
457,848,30,2,15,30.665,30665
458,848,24,1,15,24.459,24459
459,848,10,1,17,21.900,21900
460,848,15,1,18,23.327,23327
461,848,816,1,18,21.943,21943
462,848,153,1,19,21.391,21391
463,848,1,2,24,21.035,21035
464,848,815,1,25,21.939,21939
465,848,67,2,26,20.460,20460
466,848,5,2,26,21.126,21126
467,848,2,2,27,22.285,22285
468,848,814,2,27,20.818,20818
469,848,808,2,27,21.168,21168
470,848,17,2,28,20.319,20319
471,848,16,2,28,20.286,20286
472,848,22,2,28,21.262,21262
473,848,813,2,28,21.805,21805
474,848,4,2,29,20.551,20551
475,848,24,2,28,22.766,22766
476,848,20,2,30,20.441,20441
477,848,18,2,30,20.325,20325
478,848,3,2,30,23.547,23547
479,848,39,2,29,24.675,24675
480,848,13,2,31,25.537,25537
481,848,30,3,31,21.168,21168
482,848,155,2,33,20.545,20545
483,848,15,2,34,22.131,22131
484,848,816,2,37,22.250,22250
485,848,808,3,39,21.105,21105
486,848,2,3,40,21.472,21472
487,848,22,3,40,21.286,21286
488,848,17,3,42,20.367,20367
489,848,1,3,42,20.212,20212
490,848,153,2,42,21.103,21103
491,848,5,3,42,22.632,22632
492,848,16,3,43,21.036,21036
493,848,10,2,42,22.030,22030
494,848,814,3,44,21.069,21069
495,848,4,3,45,20.136,20136
496,848,24,3,43,22.235,22235
497,848,813,3,44,21.490,21490
498,848,3,3,45,20.896,20896
499,848,67,3,45,20.995,20995
500,848,20,3,47,20.331,20331
501,848,39,3,44,26.059,26059
502,848,13,3,48,20.404,20404
503,848,18,3,48,20.479,20479
504,849,30,1,9,30.242,30242
505,849,2,1,10,24.716,24716
506,849,18,1,11,25.070,25070
507,849,16,1,11,25.737,25737
508,849,155,1,11,28.448,28448
509,849,813,1,11,26.238,26238
510,849,67,1,11,26.279,26279
511,849,808,1,11,24.880,24880
512,849,22,1,11,25.860,25860
513,849,10,1,11,25.416,25416
514,849,24,1,11,26.643,26643
515,849,816,1,11,28.742,28742
516,849,17,1,12,23.973,23973
517,849,4,1,12,26.566,26566
518,849,1,1,12,25.100,25100
519,849,814,1,12,26.612,26612
520,849,3,1,12,24.722,24722
521,849,815,1,12,25.386,25386
522,849,153,1,12,24.719,24719
523,849,817,1,12,25.872,25872
524,849,20,1,13,24.818,24818
525,849,13,1,13,24.159,24159
526,849,30,2,16,31.751,31751
527,849,155,2,20,31.551,31551
528,849,1,2,24,24.065,24065
529,849,814,2,24,45.291,45291
530,849,813,2,24,24.272,24272
531,849,16,2,25,24.077,24077
532,849,67,2,25,24.620,24620
533,849,17,2,26,25.490,25490
534,849,18,2,26,24.287,24287
535,849,13,2,26,23.929,23929
536,849,814,3,26,31.471,31471
537,849,20,2,27,31.558,31558
538,849,4,2,27,23.974,23974
539,849,816,2,28,25.428,25428
540,849,817,2,28,26.942,26942
541,849,3,2,30,24.399,24399
542,849,2,2,30,24.434,24434
543,849,10,2,30,24.959,24959
544,849,153,2,31,24.095,24095
545,849,30,3,31,24.651,24651
546,849,22,2,31,23.955,23955
547,849,815,2,32,25.619,25619
548,849,24,2,31,25.505,25505
549,849,813,3,35,23.869,23869
550,849,20,3,36,23.137,23137
551,849,1,3,37,23.340,23340
552,849,17,3,38,23.785,23785
553,849,808,2,38,24.172,24172
554,849,4,3,39,23.474,23474
555,849,18,3,39,23.292,23292
556,849,16,3,40,27.240,27240
557,849,13,3,41,23.238,23238
558,850,815,1,8,27.247,27247
559,850,67,1,10,27.301,27301
560,850,812,1,10,31.879,31879
561,850,17,1,14,20.440,20440
562,850,3,1,14,20.348,20348
563,850,30,1,15,20.768,20768
564,850,813,1,15,21.601,21601
565,850,1,1,16,20.982,20982
566,850,4,1,16,20.430,20430
567,850,20,1,16,20.394,20394
568,850,13,1,17,20.344,20344
569,850,155,1,20,20.882,20882
570,850,24,1,20,22.048,22048
571,850,817,1,21,22.319,22319
572,850,16,1,22,20.839,20839
573,850,10,1,22,22.252,22252
574,850,808,1,23,21.449,21449
575,850,153,1,23,21.062,21062
576,850,814,1,23,23.676,23676
577,850,18,1,24,20.952,20952
578,850,816,1,24,20.762,20762
579,850,5,1,26,22.088,22088
580,850,17,2,30,21.299,21299
581,850,812,2,28,22.331,22331
582,850,1,2,31,20.496,20496
583,850,4,2,32,20.035,20035
584,850,813,2,35,21.057,21057
585,850,3,2,36,20.975,20975
586,850,67,2,36,20.954,20954
587,850,30,2,37,20.299,20299
588,850,20,2,40,20.274,20274
589,850,13,2,41,20.185,20185
590,850,815,2,41,21.645,21645
591,850,153,2,43,21.689,21689
592,850,808,2,46,20.572,20572
593,850,16,2,48,20.879,20879
594,850,155,2,48,21.267,21267
595,850,10,2,48,21.252,21252
596,850,1,3,51,20.403,20403
597,850,816,2,49,23.588,23588
598,850,817,2,49,24.053,24053
599,850,5,2,50,21.175,21175
600,850,814,2,51,22.535,22535
601,850,4,3,53,19.975,19975
602,850,3,3,53,20.047,20047
603,850,812,3,51,22.458,22458
604,850,17,3,56,20.324,20324
605,850,30,3,56,19.930,19930
606,850,13,3,59,21.903,21903
607,850,20,3,59,20.110,20110
608,851,17,1,10,20.854,20854
609,851,13,1,10,22.293,22293
610,851,808,1,10,25.532,25532
611,851,22,1,10,22.640,22640
612,851,18,1,11,21.786,21786
613,851,814,1,11,22.262,22262
614,851,813,1,11,23.397,23397
615,851,2,1,11,21.371,21371
616,851,10,1,11,22.222,22222
617,851,816,1,11,25.337,25337
618,851,1,1,12,21.880,21880
619,851,20,1,12,20.690,20690
620,851,4,1,12,22.886,22886
621,851,3,1,12,20.767,20767
622,851,155,1,12,23.725,23725
623,851,67,1,12,22.349,22349
624,851,5,1,12,22.772,22772
625,851,16,1,12,21.902,21902
626,851,815,1,12,22.215,22215
627,851,24,1,12,23.633,23633
628,851,30,1,13,21.948,21948
629,851,153,1,13,23.734,23734
630,851,15,1,13,23.118,23118
631,851,817,1,13,22.844,22844
632,851,813,2,16,13.186,13186
633,851,2,2,23,25.434,25434
634,851,22,2,24,22.217,22217
635,851,153,2,24,22.552,22552
636,851,5,2,24,22.147,22147
637,851,815,2,24,20.570,20570
638,851,17,2,25,20.000,20000
639,851,4,2,25,23.208,23208
640,851,13,2,25,21.138,21138
641,851,808,2,25,24.194,24194
642,851,67,2,25,21.460,21460
643,851,1,2,26,20.803,20803
644,851,30,2,26,20.071,20071
645,851,24,2,25,22.501,22501
646,851,16,2,26,20.589,20589
647,851,18,2,27,21.065,21065
648,851,3,2,27,19.939,19939
649,851,814,2,27,20.801,20801
650,851,20,2,28,20.611,20611
651,851,813,3,28,21.426,21426
652,851,10,2,28,20.613,20613
653,851,817,2,28,23.563,23563
654,851,816,2,29,20.916,20916
655,851,815,3,32,13.201,13201
656,851,155,2,34,22.852,22852
657,851,4,3,36,19.936,19936
658,851,22,3,37,20.580,20580
659,851,17,3,39,20.673,20673
660,851,24,3,37,27.839,27839
661,851,1,3,40,20.861,20861
662,851,13,3,40,22.453,22453
663,851,20,3,41,19.664,19664
664,851,18,3,42,20.046,20046
665,851,814,3,42,20.935,20935
666,851,67,3,43,20.360,20360
667,851,5,3,43,20.990,20990
668,851,815,4,44,20.917,20917
669,851,817,3,43,21.651,21651
670,851,4,4,47,20.126,20126
671,851,153,3,47,21.345,21345
672,851,816,3,47,49.849,49849
673,851,3,3,50,20.563,20563
674,851,17,4,51,21.122,21122
675,851,808,3,50,21.353,21353
676,851,22,4,50,31.539,31539
677,851,5,4,49,22.364,22364
678,851,16,3,50,21.796,21796
679,851,24,4,48,23.010,23010
680,851,813,4,50,23.016,23016
681,851,1,4,52,20.855,20855
682,851,17,5,53,20.715,20715
683,851,22,5,52,25.596,25596
684,851,1,5,54,21.628,21628
685,851,808,4,53,21.609,21609
686,851,5,5,52,21.715,21715
687,851,16,4,53,21.503,21503
688,851,816,4,51,22.470,22470
689,851,3,4,54,23.244,23244
690,851,813,5,53,22.825,22825
691,851,24,5,51,22.458,22458
692,851,10,3,53,20.929,20929
693,851,1,6,56,13.173,13173
694,851,13,4,58,21.157,21157
695,851,155,3,62,21.258,21258
696,852,10,1,1,35.092,35092
697,852,811,1,1,30.795,30795
698,852,5,1,1,28.539,28539
699,852,17,1,3,21.015,21015
700,852,18,1,3,26.046,26046
701,852,30,1,4,20.153,20153
702,852,20,1,5,20.898,20898
703,852,815,1,5,26.092,26092
704,852,10,2,6,13.914,13914
705,852,4,1,8,20.994,20994
706,852,811,2,8,13.968,13968
707,852,13,1,9,22.267,22267
708,852,1,1,10,21.895,21895
709,852,3,1,11,23.090,23090
710,852,24,1,11,21.766,21766
711,852,808,1,12,21.395,21395
712,852,813,1,12,21.421,21421
713,852,20,2,13,21.411,21411
714,852,16,1,13,22.773,22773
715,852,22,1,13,21.818,21818
716,852,30,2,13,20.226,20226
717,852,18,2,13,21.756,21756
718,852,817,1,13,23.780,23780
719,852,15,1,13,22.159,22159
720,852,816,1,13,22.939,22939
721,852,5,2,13,22.009,22009
722,852,155,1,14,24.161,24161
723,852,814,1,14,21.334,21334
724,852,10,3,14,24.204,24204
725,852,811,3,21,20.756,20756
726,852,815,2,22,14.089,14089
727,852,815,3,23,23.883,23883
728,852,24,2,27,30.959,30959
729,852,4,2,29,21.243,21243
730,852,813,2,29,22.303,22303
731,852,155,2,29,21.269,21269
732,852,20,3,30,20.786,20786
733,852,3,2,30,21.171,21171
734,852,13,2,30,21.856,21856
735,852,808,2,30,21.979,21979
736,852,814,2,30,21.350,21350
737,852,17,2,31,20.947,20947
738,852,16,2,31,20.983,20983
739,852,30,3,31,21.319,21319
740,852,22,2,31,21.478,21478
741,852,15,2,31,21.484,21484
742,852,18,3,32,21.640,21640
743,852,13,3,32,21.485,21485
744,852,5,3,33,22.306,22306
745,852,10,4,35,21.721,21721
746,852,816,2,36,22.114,22114
747,852,22,3,40,47.753,47753
748,853,155,1,1,27.550,27550
749,853,22,1,1,29.157,29157
750,853,811,1,2,22.534,22534
751,853,817,1,1,16:44.718,1004718
752,853,15,1,5,30.391,30391
753,853,814,1,13,21.870,21870
754,853,30,1,16,22.709,22709
755,853,67,1,16,24.234,24234
756,853,18,1,17,21.660,21660
757,853,1,1,18,22.083,22083
758,853,155,2,18,22.939,22939
759,853,4,1,19,22.539,22539
760,853,813,1,19,23.063,23063
761,853,811,2,19,23.145,23145
762,853,20,1,20,22.124,22124
763,853,153,1,20,21.988,21988
764,853,10,1,20,25.147,25147
765,853,13,1,21,21.821,21821
766,853,5,1,21,23.298,23298
767,853,15,2,24,23.420,23420
768,853,814,2,31,23.069,23069
769,853,22,2,32,23.414,23414
770,853,18,2,33,22.095,22095
771,853,817,2,20,30.777,30777
772,853,4,2,34,21.989,21989
773,853,1,2,34,21.876,21876
774,853,20,2,35,21.378,21378
775,853,5,2,35,22.611,22611
776,853,30,2,37,22.014,22014
777,853,813,2,37,22.614,22614
778,853,10,2,38,22.784,22784
779,853,67,2,40,24.086,24086
780,853,811,3,40,22.273,22273
781,853,13,2,41,22.148,22148
782,853,153,2,41,22.279,22279
783,854,817,1,1,44.170,44170
784,854,3,1,9,29.549,29549
785,854,4,1,10,30.621,30621
786,854,30,1,10,29.610,29610
787,854,811,1,10,35.398,35398
788,854,13,1,11,30.290,30290
789,854,1,1,11,30.142,30142
790,854,16,1,11,30.718,30718
791,854,813,1,11,30.888,30888
792,854,67,1,11,32.827,32827
793,854,5,1,11,32.202,32202
794,854,811,2,11,36.856,36856
795,854,17,1,12,30.462,30462
796,854,22,1,12,30.456,30456
797,854,13,2,12,32.351,32351
798,854,1,2,13,33.456,33456
799,854,24,1,13,34.329,34329
800,854,20,1,14,30.023,30023
801,854,18,1,14,30.169,30169
802,854,815,1,15,30.810,30810
803,854,1,3,15,24.342,24342
804,854,155,1,16,30.464,30464
805,854,15,1,16,31.048,31048
806,854,808,1,16,30.807,30807
807,854,817,2,15,34.782,34782
808,854,816,1,16,31.763,31763
809,854,153,1,17,30.948,30948
810,854,814,1,19,30.704,30704
811,854,15,2,19,33.317,33317
812,854,3,2,22,29.417,29417
813,854,30,2,24,29.473,29473
814,854,13,3,24,30.478,30478
815,854,153,2,24,24.299,24299
816,854,4,2,25,30.387,30387
